eval_eplenmean,eval_time_elapsed,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,total timesteps,eval_abs_qs_difference,eval_qs,eval_qs_difference,fps,update_time,act_time,qs_difference,discount_q,mean 100 episode reward,ep_rewmean,eplenmean,train_time,env_time,episodes,current_lr,qs_mean,n_updates,time_elapsed,qs_abs_difference,qfs_loss,q_grad_norm
27.272727272727273,0,23.4,23.50451109090909,21.090779311549312,1,10.0202875,-0.39565918,-10.020287206433272,,,,,,,,,,,,,,,,,,
,,,,,35150,,,,26,964,11,104.36569132522274,3.15709107895107,231.6,231.57456517999998,98.63,273,53,1228,0.0003,228.379,20400,1325,104.36569132522274,138.0169,6749.572
,,,,,35578,,,,26,983,11,86.1402035708244,8.304109150720445,240.5,240.46317683,101.93,284,54,1232,0.0003,202.989,21200,1357,86.1402035708244,166.2433,7131.35
,,,,,36080,,,,25,1008,12,59.12025166123877,3.9370942484793883,252.7,252.70208242999996,106.03,297,55,1236,0.0003,200.76917,22200,1396,63.248659281487484,161.73396,6841.4736
,,,,,36610,,,,25,1037,12,44.07782335913961,4.563474055721072,266.3,266.34579906,110.44,313,56,1240,0.0003,214.18597,23400,1442,50.401611790191424,141.3203,6770.268
,,,,,37183,,,,25,1062,13,78.95066607584795,2.331526418431116,280.3,280.27358859000003,115.28,326,57,1244,0.0003,225.09808,24400,1482,79.44249490343216,146.46265,6845.9644
,,,,,37759,,,,24,1092,13,53.016167989397715,2.703559899317907,295.2,295.19365252,120.13,342,58,1248,0.0003,219.33324,25600,1530,53.72552574640798,121.23116,6213.7188
,,,,,38324,,,,24,1122,14,83.3340844166424,2.487567376435733,308.1,308.11738046,124.24,358,59,1252,0.0003,223.36037,26800,1577,83.89974066486555,126.17044,6111.002
,,,,,38907,,,,23,1152,14,38.00316404631934,2.965227615277998,317.9,317.94757462,127.01,374,60,1256,0.0003,205.62599,28000,1625,43.04124857250503,122.621376,5333.8013
,,,,,39523,,,,23,1183,15,43.46881237422175,2.330390421561898,325.6,325.59245746,129.68,390,60,1260,0.0003,212.53925,29200,1673,46.565227383537135,146.04164,7164.5444
176.54545454545453,4,141.0,377.0091249090909,158.12811025800113,40001,91.417206,216.01958,91.24054524701884,,,,,,,,,,,,,,,,,,
,,,,,40096,,,,23,1208,15,113.29201885978748,2.2972888773480022,317.8,317.80744096,127.63,403,61,1264,0.0003,226.06427,30200,1717,113.5401868715649,122.113625,5885.4883
,,,,,40706,,,,22,1244,15,65.64116625469053,1.9242713886411427,313.9,313.87371801,126.65,421,62,1268,0.0003,216.53342,31600,1773,66.35877735309299,104.368614,5492.8623
,,,,,41326,,,,22,1275,16,79.99133614424717,1.6476586870917107,311.7,311.69081875000006,126.52,437,63,1272,0.0003,212.27802,32800,1822,80.47486940271547,148.31352,7047.4033
,,,,,41746,,,,22,1296,16,185.85903584804922,3.8683505418618718,306.3,306.31607935000005,125.48,448,64,1276,0.0003,246.64337,33600,1855,185.85903584804922,114.88211,5308.072
,,,,,42124,,,,22,1318,17,174.2785951124603,4.519978392942512,300.3,300.32189951,123.89,459,65,1280,0.0003,228.00066,34400,1888,174.2785951124603,129.33833,5921.331
,,,,,42640,,,,22,1344,17,36.80074253661083,6.847883368489121,300.4,300.41332013,123.56,472,65,1284,0.0003,208.56447,35400,1929,41.096392371217306,133.06125,6302.131
,,,,,43241,,,,21,1376,18,50.370204469604744,4.367672742864634,303.7,303.74711996999997,125.05,488,66,1288,0.0003,231.34137,36600,1979,51.60941706642865,92.51447,4980.8706
,,,,,44164,,,,21,1425,18,44.31391964841698,0.10158398534885979,318.1,318.11797598000004,129.22,511,68,1292,0.0003,219.53328,38400,2053,44.936403060742045,116.97232,5646.483
,,,,,44564,,,,21,1447,19,93.85722325157302,19.419513363054488,317.7,317.71984921,129.22,521,68,1296,0.0003,257.34003,39200,2086,94.22453464288718,127.79369,5417.6113
,,,,,45386,,,,21,1490,19,170.69628223069398,0.1039182237541565,328.8,328.78963109000006,135.39,543,70,1300,0.0003,265.61755,40800,2153,170.69628223069398,139.68642,6013.0986
,,,,,45921,,,,20,1523,20,223.4734745683496,0.42071967085666906,334.4,334.42165419,136.96,558,71,1304,0.0003,258.36594,42000,2204,223.4734745683496,120.9305,6210.0264
,,,,,46202,,,,20,1540,20,224.45642831108745,5.475905192584863,327.4,327.39955333,134.68,566,71,1308,0.0003,259.42834,42600,2230,224.45642831108745,133.1542,5402.629
,,,,,46590,,,,20,1557,20,178.87366946072376,8.585446307219133,326.0,325.97880847,134.21,574,72,1312,0.0003,271.70776,43200,2255,178.87366946072376,152.94359,5852.5024
,,,,,47352,,,,20,1602,21,57.557492624870456,0.47230780318068505,341.2,341.1743834699999,138.49,596,73,1316,0.0003,229.7598,44800,2324,57.82181563346345,145.87381,6003.0254
,,,,,48251,,,,20,1653,21,180.68474029941493,0.1122061803954928,354.2,354.17521343,141.99,619,74,1320,0.0003,254.37761,46600,2401,180.68474029941493,144.74863,5349.4434
,,,,,49375,,,,19,1715,22,63.57170743134879,0.0620373593359282,368.6,368.62600736,147.8,648,76,1324,0.0003,255.85654,48800,2495,63.81371795477535,138.29497,5690.0273
213.1818181818182,5,208.2,550.9380565454545,205.10774042048226,50001,84.07696,244.8372,81.98380250686267,,,,,,,,,,,,,,,,,,
,,,,,50138,,,,19,1762,23,56.4354531942306,1.6134980707806268,376.4,376.43952627,149.88,670,77,1328,0.0003,255.78407,50400,2570,57.55110232988651,139.24817,5653.5938
,,,,,51143,,,,19,1819,24,61.89167927379234,0.11399075887592583,396.1,396.08062938,155.65,696,79,1332,0.0003,267.31805,52400,2657,62.43707163569563,155.44032,6328.395
,,,,,51757,,,,19,1854,24,45.74143760416169,4.469988060384809,399.9,399.89521777000004,156.77,712,80,1336,0.0003,255.74825,53600,2710,46.1940129965236,146.98631,6364.45
,,,,,52843,,,,18,1920,25,75.87068136922244,0.042961472472422296,414.0,414.00365325999996,162.33,741,82,1340,0.0003,278.78015,55800,2807,76.4487582315923,128.9423,5425.6587
,,,,,53958,,,,18,1986,26,32.84261432220543,0.05699795990648093,431.1,431.06130164,167.75,770,83,1344,0.0003,271.8914,58000,2905,33.87197271252048,159.34828,6182.321
,,,,,54517,,,,18,2023,26,78.61128009535929,10.690619177047362,429.0,428.97186761000006,167.58,785,84,1348,0.0003,268.7443,59200,2958,78.61128009535929,148.51987,6806.398
,,,,,54934,,,,18,2047,27,253.02306908379487,2.0829804363207485,424.1,424.06012576,166.1,796,85,1352,0.0003,303.46707,60000,2995,253.02306908379487,153.55302,6243.523
,,,,,56054,,,,18,2114,28,85.81070863369777,0.03273841225511144,442.2,442.2283166600001,171.47,825,87,1356,0.0003,294.58643,62200,3094,85.81070863369777,138.08372,6172.0967
,,,,,57052,,,,17,2176,28,64.72560428641938,0.1269559912357693,456.4,456.35834556999987,175.29,851,88,1360,0.0003,285.8069,64200,3185,64.72560428641938,129.50652,6233.786
,,,,,57460,,,,17,2201,29,257.29477770521476,2.089324615537551,454.1,454.06094281,173.64,861,89,1364,0.0003,304.83145,65000,3221,257.29477770521476,134.56325,6198.5386
,,,,,57983,,,,17,2232,29,68.88716983063397,7.618046955156045,454.2,454.23880508999997,172.77,875,90,1368,0.0003,252.28072,66000,3266,69.49188513067708,148.80049,6292.1816
,,,,,59152,,,,17,2308,30,25.636620862238185,0.0359239284027501,476.3,476.30234452,178.26,906,91,1372,0.0003,272.77078,68400,3377,30.04137825624363,122.4209,5641.464
,,,,,59944,,,,17,2359,31,72.93135839976165,0.7851529865613849,492.2,492.24815593000005,181.98,927,93,1376,0.0003,270.10916,70000,3451,76.8974048279702,163.50826,6621.321
272.72727272727275,6,308.3,938.3466744545453,247.71937636960922,60001,22.542025,259.2483,5.176330736001034,,,,,,,,,,,,,,,,,,
,,,,,61076,,,,17,2428,32,48.05464896578365,0.05503135801464792,520.2,520.20878386,189.52,956,94,1380,0.0003,265.93597,72200,3559,49.63622730700665,152.17545,6839.2095
,,,,,62167,,,,16,2572,32,98.40999994301568,0.044225411123163035,540.4,540.35394881,195.27,984,96,1384,0.0003,310.92606,74400,3734,98.75488138868499,128.66527,6122.241
,,,,,62878,,,,16,2617,33,40.03531496219121,3.4738117181377532,547.9,547.91446427,196.37,1002,97,1388,0.0003,289.69846,75800,3799,40.639131240882925,125.70245,5829.873
,,,,,64193,,,,16,2719,34,75.3094525730395,0.012856184535784135,560.3,560.3172575900002,200.29,1037,99,1392,0.0003,305.0269,78400,3939,75.88692623258278,156.62465,6444.0786
,,,,,65194,,,,16,2785,35,92.58509549748683,0.10599669123833379,581.3,581.28241711,206.3,1063,101,1396,0.0003,302.11853,80400,4033,93.1177935644743,131.69673,6558.27
,,,,,66098,,,,16,2844,35,274.4003363425426,0.0103740398739989,593.2,593.19803112,207.12,1086,102,1400,0.0003,312.01764,82200,4119,274.4003363425426,143.84879,7039.4546
,,,,,66948,,,,15,2905,36,279.79152719681974,0.01414384485382603,602.0,601.9922741400001,210.27,1109,103,1404,0.0003,310.14926,84000,4204,279.79152719681974,130.56139,6580.8257
,,,,,67638,,,,15,2952,37,140.89976269296264,3.537811073468233,613.5,613.50862342,214.36,1128,104,1408,0.0003,336.5508,85400,4272,140.89976269296264,163.34459,7126.168
,,,,,68680,,,,15,3019,37,211.0234093643315,0.01882952710442761,632.7,632.7406893,220.9,1154,106,1412,0.0003,326.01797,87400,4368,211.0234093643315,160.60078,7258.998
,,,,,69926,,,,15,3107,38,66.5235349693526,0.01674103566625934,648.0,647.98659693,225.74,1187,108,1416,0.0003,280.79504,90000,4493,68.34455192119013,147.98184,6291.7183
340.8181818181818,8,393.4,978.0928286363636,206.9247810610479,70001,71.891525,288.34344,70.74514663495503,,,,,,,,,,,,,,,,,,
,,,,,71493,,,,15,3210,40,38.34796695777545,0.0008456147940999027,672.4,672.39870553,232.42,1226,110,1420,0.0003,278.08954,93000,4647,38.891029951594376,157.36069,7315.6836
,,,,,72996,,,,15,3318,41,29.11432770544689,0.0007118996897814885,692.6,692.60904328,236.21,1264,113,1424,0.0003,259.11084,96000,4797,29.97691384906408,131.97206,5959.9443
,,,,,74304,,,,15,3413,42,61.20136335995698,0.012780194713748957,713.0,713.03394505,241.66,1301,115,1428,0.0003,293.2237,98800,4931,62.72787450258052,145.1414,6814.3877
,,,,,75411,,,,14,3491,43,37.81513706291233,0.04665693694846678,716.3,716.3341338299999,242.68,1328,116,1432,0.0003,272.66373,101000,5040,39.63701320835632,161.03535,6128.6963
,,,,,76343,,,,14,3556,43,71.06780134608391,4.032899028611668,725.4,725.40341885,245.86,1351,118,1436,0.0003,336.18332,102800,5130,71.11948003877279,116.501045,5127.888
,,,,,77317,,,,14,3628,44,56.993636684182064,0.261151130853037,725.0,725.03868246,244.74,1376,119,1440,0.0003,287.2271,104800,5230,57.74936292798549,119.53163,6059.3066
,,,,,78679,,,,14,3722,45,16.522560706324292,0.029445887832842733,735.9,735.8673348400001,247.21,1417,121,1444,0.0003,299.0854,107400,5368,18.32576426440866,130.44038,6110.2515
252.9090909090909,4,430.4,695.5874611818182,215.37705791118427,80001,93.29609,283.02136,92.72101695422194,,,,,,,,,,,,,,,,,,
,,,,,80205,,,,14,3857,46,65.12568779267954,1.2472607952744603,766.0,766.03185004,256.88,1492,123,1448,0.0003,336.3872,110600,5586,65.31838670572222,140.06894,6227.9424
,,,,,81588,,,,14,3958,47,279.5462632226813,0.00010819515451240803,796.6,796.61373922,266.54,1540,125,1452,0.0003,323.11014,113200,5739,279.5462632226813,146.4992,6725.013
,,,,,82899,,,,14,4053,48,47.03568469267929,0.01061570721847269,803.9,803.8797001500002,268.45,1572,127,1456,0.0003,287.36707,115800,5869,47.28397044749516,133.80098,6575.36
,,,,,84245,,,,14,4154,49,29.631588820289686,0.00967076272825977,817.7,817.6614339400002,271.93,1607,129,1460,0.0003,288.18402,118600,6008,30.885956987103274,137.28992,6270.9
,,,,,85330,,,,13,4233,50,15.4217216798885,0.07543770232095602,841.4,841.3566215399999,278.7,1635,130,1464,0.0003,270.3619,120800,6118,25.291587259577188,163.98639,6839.022
,,,,,86841,,,,13,4342,51,29.710963854917157,0.0033600411492224194,873.9,873.9361562200002,288.58,1673,132,1468,0.0003,290.70056,123800,6268,30.513464706962107,111.93871,5756.6074
,,,,,88635,,,,13,4476,52,39.62842889385992,9.661047608413682e-05,895.2,895.20819225,294.83,1718,135,1472,0.0003,293.1634,127400,6451,40.07659331633225,114.358604,5321.587
588.3636363636364,10,612.1,1868.7270689999998,234.95790224147984,90001,46.124763,310.3236,42.46551767507247,,,,,,,,,,,,,,,,,,
,,,,,90132,,,,13,4587,53,132.50805036315754,0.0012778515640400672,919.3,919.2653743400001,301.88,1756,137,1476,0.0003,324.4664,130400,6614,132.50805036315754,108.317184,4921.661
,,,,,91306,,,,13,4677,54,19.575300146071694,0.03237586040342341,924.0,924.01925398,302.3,1786,138,1480,0.0003,275.23273,132800,6737,20.17191206982588,121.26548,5496.052
,,,,,92408,,,,13,4765,54,30.418498026870644,0.0981595833700845,927.6,927.55814535,302.41,1814,139,1484,0.0003,286.60498,135000,6855,34.71877082741694,107.54371,5364.8433
,,,,,93456,,,,13,4841,55,219.64916488293136,0.01109399103757948,938.7,938.6873408100001,305.78,1839,141,1488,0.0003,317.98257,137000,6959,219.64916488293136,108.46735,4933.1543
,,,,,94693,,,,13,4933,56,260.16448831378716,0.00046599165790234146,938.9,938.9179846899999,305.0,1869,143,1492,0.0003,303.1402,139400,7083,260.16448831378716,125.9414,5850.527
,,,,,96066,,,,13,5041,57,179.15004855968047,0.001112852909135107,952.2,952.1642898200001,308.72,1904,144,1496,0.0003,325.76553,142200,7230,179.15004855968047,128.72305,5279.563
,,,,,97326,,,,13,5143,57,169.0794537006562,0.004158226678125204,962.6,962.59478376,312.28,1937,146,1500,0.0003,320.76715,144800,7367,169.0794537006562,121.60239,5640.0254
,,,,,99132,,,,13,5286,58,25.713137974243676,0.00022221260924007037,997.0,996.96162293,321.84,1983,148,1504,0.0003,299.86197,148400,7559,27.67594504093379,116.02988,5337.302
392.3636363636364,7,762.7,1339.4211402727271,254.5048336281745,100001,17.633425,291.37054,14.399290183362071,,,,,,,,,,,,,,,,,,
,,,,,100136,,,,13,5365,59,248.2956360153668,0.008421899186564753,1011.6,1011.6327022199999,324.98,2008,149,1508,0.0003,310.28687,150400,7673,248.2956360153668,128.26297,6370.299
,,,,,101523,,,,12,5473,60,29.526160724272103,0.0019530454858053216,1029.8,1029.7534744600002,328.43,2043,151,1512,0.0003,255.72281,153200,7820,29.914231339631286,117.47141,5608.628
,,,,,102579,,,,12,5548,61,14.139256172569988,0.2507669287913042,1027.5,1027.4735776900002,326.53,2068,153,1516,0.0003,289.65073,155200,7922,18.690088883768244,109.17935,4885.6416
,,,,,103548,,,,12,5623,61,54.92897605430667,0.2890456601907578,1009.3,1009.2979905699998,320.55,2094,154,1520,0.0003,283.4954,157200,8025,54.97138674930297,109.51736,5395.3286
,,,,,104318,,,,12,5682,62,40.83759579566319,1.6658424890116188,985.6,985.6048523700001,313.22,2114,155,1524,0.0003,272.52863,158800,8106,42.18114439953567,81.40308,3805.8584
,,,,,105663,,,,12,5778,63,17.859406557128317,0.023308582156324847,989.6,989.6063110999999,313.59,2146,157,1528,0.0003,298.4449,161400,8237,18.079753177507662,132.01309,4993.8555
,,,,,107664,,,,12,5922,64,38.71720318816879,0.0009289403571675607,1020.0,1019.9757431099999,322.53,2197,159,1532,0.0003,322.08948,165400,8436,38.98999894178599,89.3669,4045.382
,,,,,108913,,,,12,6012,65,9.939405191638944,0.1531101982907532,1033.3,1033.2580354100003,325.7,2230,161,1536,0.0003,301.90063,168000,8561,10.642500455337347,113.73562,5108.223
152.63636363636363,2,813.9,396.3441076363637,168.03020338238187,110001,176.99916,308.46286,176.84481257788605,,,,,,,,,,,,,,,,,,
,,,,,111165,,,,12,6163,66,262.88734612844087,1.247931401440206e-08,1075.9,1075.94215549,338.48,2286,164,1540,0.0003,297.23398,172400,8777,262.88734612844087,101.77089,4598.5576
,,,,,112895,,,,12,6276,67,10.248049467779593,0.0011426784232548334,1089.4,1089.40589438,342.16,2330,166,1544,0.0003,300.3236,175800,8938,11.340048638584227,70.32494,3129.625
,,,,,114091,,,,12,6355,68,-4.0178205474377195,0.03971663336645665,1086.1,1086.09346797,338.86,2361,167,1548,0.0003,274.5022,178200,9050,13.96431277430542,112.67987,5099.552
,,,,,114943,,,,12,6412,68,47.01439509558389,1.0421712732191108,1070.4,1070.4437803499998,333.55,2384,169,1552,0.0003,287.93936,180000,9132,47.62829265806438,91.759254,3693.5222
,,,,,115916,,,,12,6475,69,53.06631644905633,0.1014745973235919,1061.1,1061.05843073,330.17,2409,170,1556,0.0003,265.27496,182000,9222,53.06631644905633,116.09114,4535.459
,,,,,116778,,,,12,6526,69,9.790994155598126,0.3535953521351621,1045.4,1045.3920630999999,325.33,2429,171,1560,0.0003,235.1613,183600,9295,23.023764811947625,97.26412,4123.277
,,,,,117682,,,,12,6582,70,72.3467349133699,12.116567984259657,1038.1,1038.0818216399998,323.52,2452,172,1564,0.0003,339.0068,185400,9376,72.72630837314686,109.13505,4718.109
,,,,,118710,,,,12,6646,71,165.80060837994884,0.04020859609404165,1023.4,1023.36346243,318.69,2481,174,1568,0.0003,330.69156,187600,9471,165.80060837994884,103.98298,4272.964
,,,,,119731,,,,12,6703,72,37.15165441974397,2.543377980480791,998.0,997.9998791500002,310.96,2507,175,1572,0.0003,322.21332,189600,9557,37.15165441974397,144.5373,5346.7437
302.54545454545456,7,894.5,1017.8979099090909,241.39978092885656,120001,22.866106,271.81857,14.837490833448783,,,,,,,,,,,,,,,,,,
,,,,,120769,,,,12,6759,72,47.41756870677894,0.08181520244319604,984.5,984.5428037499998,306.37,2533,177,1576,0.0003,276.15698,191600,9650,47.41756870677894,128.04637,4463.741
,,,,,121475,,,,12,6798,73,90.07443214831096,0.9570403321338963,966.4,966.4444938,301.69,2551,178,1580,0.0003,266.3073,193000,9708,90.07443214831096,108.95755,4131.4976
,,,,,122436,,,,12,6852,74,16.703972518161457,0.17656561224641187,961.0,961.02793225,300.28,2577,180,1584,0.0003,261.37997,195000,9792,19.829527911175116,117.22541,4367.5864
,,,,,123365,,,,12,6901,74,32.32105499686911,0.26253943844613986,960.0,960.0324968300001,299.09,2601,181,1588,0.0003,281.3776,196800,9866,32.32105499686911,103.8382,4127.2065
,,,,,124450,,,,12,6959,75,20.385601763029968,0.05473886241470455,958.8,958.7768200099999,297.57,2629,183,1592,0.0003,268.27948,199000,9955,21.23236401525103,92.71557,3894.8345
,,,,,125216,,,,12,7000,76,41.65613138308835,1.419225605763301,938.9,938.8642784699998,291.5,2650,184,1596,0.0003,284.48895,200600,10019,41.86479143509771,97.161995,3700.7727
,,,,,126212,,,,12,7050,76,21.82765402855442,0.21353023269693922,932.8,932.8212117300002,288.86,2676,186,1600,0.0003,273.68292,202600,10098,23.463603449626476,76.7832,3648.4802
,,,,,127390,,,,12,7105,77,127.85500137354659,0.009380483957752407,912.2,912.2098985399998,282.58,2705,188,1604,0.0003,308.2203,204800,10186,127.85500137354659,108.38508,4540.4736
,,,,,127988,,,,12,7135,78,222.66748353838938,0.610418995373837,896.9,896.9069683199999,278.52,2720,189,1608,0.0003,301.1054,206000,10233,222.66748353838938,112.687355,4396.4175
,,,,,128889,,,,12,7181,78,113.95538368217096,0.68345306670139,877.0,877.0422489099999,273.66,2744,190,1612,0.0003,331.04395,207800,10304,113.95538368217096,96.25046,4864.051
,,,,,129613,,,,12,7220,79,8.960323257454283,3.0794290633342127,863.7,863.6922661299999,270.34,2764,191,1616,0.0003,273.95532,209400,10366,11.875793590057826,99.41612,4421.01
731.9090909090909,17,1100.6,2313.5704395454545,251.0870051528069,130001,44.37928,321.90836,42.26117009592616,,,,,,,,,,,,,,,,,,
,,,,,130667,,,,12,7270,80,32.28076380326903,0.12101388252698035,869.3,869.3092862500002,271.19,2790,193,1620,0.0003,288.87952,211400,10463,32.38057416974708,103.85438,4182.458
,,,,,131868,,,,12,7330,81,35.21120855431547,0.061859272471583675,885.8,885.76952735,275.5,2822,195,1624,0.0003,300.11868,213800,10557,35.54482330429095,114.30873,5111.162
,,,,,132844,,,,12,7380,81,16.615942213153378,0.27724474992964493,872.7,872.6583354400001,271.81,2848,196,1628,0.0003,279.34964,215800,10635,16.76729954052138,85.524666,3329.1396
,,,,,133929,,,,12,7433,82,31.024954106214466,0.07859577913544641,844.1,844.1110551800001,262.65,2876,198,1632,0.0003,277.77176,218000,10720,33.43296803890175,84.81547,3849.9028
,,,,,134977,,,,12,7482,83,6.741371469908256,0.23192728342665714,839.5,839.4661314599999,260.64,2902,200,1636,0.0003,287.4702,220000,10798,10.338577259465806,111.26556,4412.226
,,,,,136000,,,,12,7535,84,37.59283292106134,0.07715866713486,803.7,803.6731847299999,248.35,2931,202,1640,0.0003,268.62988,222200,10883,37.5996392794292,64.47316,3406.3826
,,,,,136784,,,,12,7569,84,23.85495715701835,0.9527470145827907,771.9,771.92402757,238.89,2949,203,1644,0.0003,264.69073,223600,10937,25.703340643440438,86.1552,4699.4424
,,,,,137649,,,,12,7613,85,8.367767803414772,0.9676364494301953,760.2,760.2259396100001,235.58,2973,204,1648,0.0003,281.9262,225400,11006,9.011074525770962,76.82413,3950.0952
,,,,,138378,,,,12,7646,86,249.2660180849545,0.09227459746653523,758.2,758.19096868,234.35,2991,205,1652,0.0003,300.31253,226800,11060,249.2660180849545,115.646935,4443.793
,,,,,139143,,,,12,7685,86,18.401691700894546,1.3078349627455448,751.6,751.6342075299998,232.27,3012,206,1656,0.0003,265.7728,228400,11121,18.744997243258638,92.99861,4110.084
348.3636363636364,8,1181.7,1202.970449909091,255.03689964445292,140001,14.326874,284.0689,11.359000592484604,,,,,,,,,,,,,,,,,,
,,,,,140366,,,,12,7743,87,237.9203979972144,0.0007709262521131153,764.4,764.3732885,235.88,3043,208,1660,0.0003,293.61917,230800,11222,237.9203979972144,81.794685,3917.6418
,,,,,141265,,,,12,7786,88,34.49753064605662,0.39146737808165805,766.8,766.8206125999999,235.83,3066,210,1664,0.0003,274.4476,232600,11291,34.49753064605662,127.54793,5496.9805
,,,,,141936,,,,12,7820,88,235.35255686528103,0.2889949611823772,755.4,755.4142824300002,232.26,3084,211,1668,0.0003,308.7272,234000,11344,235.35255686528103,70.76442,3674.5635
,,,,,142896,,,,12,7863,89,52.699471605990574,0.09760571731578212,755.2,755.1805710799999,231.65,3108,212,1672,0.0003,248.30113,235800,11413,53.25075281752245,79.21164,3821.4119
,,,,,143675,,,,12,7901,89,18.149041405040627,1.206933944289232,746.9,746.8514326899998,229.06,3129,213,1676,0.0003,262.33725,237400,11474,19.542064012042886,145.91322,6344.355
,,,,,144383,,,,12,7934,90,236.00229282254043,0.13064410722487357,748.0,747.9582136899999,229.08,3147,215,1680,0.0003,294.86273,238800,11528,236.00229282254043,65.52484,3405.4104
,,,,,145217,,,,12,7977,91,27.59998750637355,0.29333237946489354,743.9,743.87991009,227.81,3170,216,1684,0.0003,232.65085,240600,11596,29.980660698529874,116.09796,4860.1914
,,,,,146208,,,,12,8024,91,44.67747984626919,0.08835470400445954,745.1,745.1138392699999,228.43,3196,217,1688,0.0003,262.91522,242600,11672,45.1753393200104,66.03386,3847.9868
,,,,,147062,,,,12,8062,92,168.18868248856208,0.1815797145984298,732.8,732.84623339,226.12,3217,219,1692,0.0003,321.97208,244200,11732,168.18868248856208,135.67493,4925.6333
,,,,,148505,,,,12,8133,93,16.059341659289963,0.0017307765906236932,759.4,759.3512164,232.89,3256,221,1696,0.0003,269.014,247200,11847,21.031583958895382,102.29497,4534.316
,,,,,149746,,,,12,8189,94,99.15626965024995,0.002088977416471501,769.8,769.77951239,235.34,3287,223,1700,0.0003,223.47131,249600,11938,99.36451127596773,98.03527,5099.8286
296.27272727272725,7,1200.5,1023.8187062727274,250.76512260897746,150001,23.481892,282.7257,21.553205105683258,,,,,,,,,,,,,,,,,,
,,,,,150710,,,,12,8237,95,108.04094136845038,0.031126946012917555,763.9,763.87919973,233.2,3313,225,1704,0.0003,217.89255,251600,12020,108.04094136845038,123.68458,6503.669
,,,,,151275,,,,12,8260,95,143.72792657471922,4.3351929007336265,762.4,762.3671210699998,232.87,3326,225,1708,0.0003,323.87314,252600,12059,143.72792657471922,110.91501,5673.5327
,,,,,152284,,,,12,8308,96,11.53081907856975,0.25702429230330154,769.4,769.4108784900001,233.95,3352,227,1712,0.0003,285.2259,254600,12135,15.014555298251853,101.524666,5033.7056
,,,,,153244,,,,12,8355,97,10.498683475807923,0.4258736130081067,779.9,779.9385643100001,236.31,3378,228,1716,0.0003,282.90845,256600,12210,17.133589650970887,79.16858,4381.7676
,,,,,154181,,,,12,8397,97,26.97628973615507,0.34471552125917587,775.9,775.91004397,235.14,3402,230,1720,0.0003,285.20935,258400,12279,27.375937050265993,118.037285,5106.4717
,,,,,154980,,,,12,8435,98,70.88749590650177,0.35945178626254537,762.0,761.9622915,231.12,3422,231,1724,0.0003,251.29947,260000,12340,70.88749590650177,82.16877,5172.1045
,,,,,156169,,,,12,8492,99,139.3173404260901,0.013196897833520979,768.8,768.7709169799999,233.25,3454,233,1728,0.0003,330.69873,262400,12431,139.3173404260901,64.01461,3084.7966
,,,,,156865,,,,12,8525,99,120.37768542455855,0.581078340238013,752.8,752.82161759,229.36,3472,234,1732,0.0003,250.63618,263800,12483,120.37768542455855,100.3778,4336.6074
,,,,,157974,,,,12,8577,100,76.07445332098125,0.014041372722650531,753.4,753.43622662,229.97,3500,236,1736,0.0003,228.30498,266000,12567,77.07772264150674,95.70777,5047.428
,,,,,158974,,,,12,8623,101,248.79758155473945,0.001930189307657062,749.0,748.96095364,229.74,3526,237,1740,0.0003,269.5983,268000,12642,248.79758155473945,87.98171,3504.75
141.45454545454547,3,1150.1,439.15743618181824,138.61287353902034,160001,168.6065,289.16418,165.32139467282855,,,,,,,,,,,,,,,,,,
,,,,,160437,,,,12,8694,102,-0.3382054946560535,0.0035110876802297583,775.3,775.2675006000001,236.53,3565,240,1744,0.0003,289.3792,271000,12759,5.985193147031451,84.15625,4481.301
,,,,,161745,,,,12,8755,103,2.245834202578028,0.0227112237798871,792.5,792.48374253,240.96,3599,242,1748,0.0003,297.91974,273600,12857,13.538867650631406,97.77833,4914.076
,,,,,162921,,,,12,8811,104,14.032115556472863,0.025106417456115616,810.6,810.61551532,245.43,3630,244,1752,0.0003,276.61316,276000,12948,18.47273085559346,93.92066,4760.0996
,,,,,163917,,,,12,8857,105,36.23788965648689,0.24092700229108344,819.1,819.0509137999999,247.74,3656,245,1756,0.0003,298.55328,278000,13023,36.45055077712372,79.16537,3894.0562
,,,,,165008,,,,12,8909,105,2.8183293547898978,0.1509978291837234,816.2,816.19085439,246.42,3685,247,1760,0.0003,300.03326,280200,13105,8.421414747015483,143.88823,7030.668
,,,,,166072,,,,12,8955,106,244.3370408438393,0.004415568808568303,822.9,822.89842866,248.07,3711,249,1764,0.0003,308.12076,282200,13181,244.3370408438393,78.35762,3573.9084
,,,,,167389,,,,12,9016,107,0.36930568216251036,0.05093420564069125,848.9,848.9183170600002,254.53,3745,251,1768,0.0003,320.9946,284800,13279,13.772196501156369,75.78827,4195.968
,,,,,168940,,,,12,9091,108,77.0916092710647,0.002664376165179773,871.4,871.3606437899999,260.44,3786,253,1772,0.0003,356.98676,288000,13400,77.1094300015924,70.69375,3796.585
558.4545454545455,13,1281.0,2013.074180272727,267.2165914044401,170001,25.492317,319.2587,20.421882158399765,,,,,,,,,,,,,,,,,,
,,,,,170893,,,,12,9180,110,17.743260103885362,1.0365117797577663e-05,916.5,916.5340904100001,272.18,3836,256,1776,0.0003,279.06412,291800,13556,20.969156888566584,77.735695,4343.068
